        dNpi/dy       Tch[MeV]     dVdy[fm^3]       Vc[fm^3]         gammaS     K/pi_toGCE    Xi/pi_toGCE   phi/pi_toGCE     p/pi_toGCE Omega/pi_toGCE    La/pi_toGCE
        118.709       0.163581        284.902        854.705        0.96657       0.996956         0.9853        1.00054        1.00035       0.966734       0.996189
        126.768        0.16341        304.242        912.726       0.970838       0.997142       0.986195        1.00051        1.00033        0.96874       0.996422
        135.373       0.163239        324.895        974.686       0.974796       0.997316       0.987029        1.00048        1.00031       0.970611       0.996638
        144.563       0.163068        346.951        1040.85       0.978431       0.997477       0.987806        1.00045        1.00029       0.972358        0.99684
        154.376       0.162898        370.504        1111.51       0.981736       0.997627       0.988531        1.00042        1.00027       0.973989       0.997029
        164.856       0.162727        395.655        1186.97       0.984709       0.997767       0.989208         1.0004        1.00026       0.975512       0.997204
        176.047       0.162556        422.514        1267.54       0.987351       0.997898        0.98984        1.00037        1.00024       0.976937       0.997368
        187.998       0.162385        451.196        1353.59        0.98967        0.99802       0.990431        1.00035        1.00023       0.978271       0.997522
        200.761       0.162215        481.825        1445.48       0.991679       0.998135       0.990986        1.00033        1.00021       0.979523       0.997666
        214.389       0.162044        514.534         1543.6       0.993396       0.998243       0.991506        1.00031         1.0002       0.980701       0.997801
        228.943       0.161873        549.463        1648.39       0.994839       0.998344       0.991997        1.00029        1.00019        0.98181       0.997929
        244.485       0.161702        586.763        1760.29       0.996034       0.998439        0.99246        1.00028        1.00018       0.982857       0.998049
        261.081       0.161531        626.595        1879.79       0.997007       0.998529       0.992897        1.00026        1.00017       0.983848       0.998162
        278.805       0.161361        669.131        2007.39       0.997783       0.998615       0.993311        1.00024        1.00016       0.984785        0.99827
        297.731        0.16119        714.555        2143.66       0.998392       0.998695       0.993702        1.00023        1.00015       0.985673       0.998371
        317.943       0.161019        763.062        2289.19       0.998858       0.998772       0.994073        1.00021        1.00014       0.986513       0.998467
        339.526       0.160848        814.862        2444.59       0.999208       0.998844       0.994422         1.0002        1.00013       0.987305       0.998558
        362.575       0.160678        870.179        2610.54       0.999464       0.998911       0.994751        1.00019        1.00012       0.988052       0.998643
        387.188       0.160507        929.251        2787.75       0.999647       0.998975        0.99506        1.00018        1.00011       0.988753       0.998723
        413.472       0.160336        992.333           2977       0.999774       0.999035       0.995348        1.00017        1.00011       0.989408       0.998798
         441.54       0.160165         1059.7        3179.09       0.999859        0.99909       0.995617        1.00016         1.0001       0.990017       0.998868
        471.514       0.159995        1131.63         3394.9       0.999915       0.999141       0.995865        1.00015         1.0001       0.990581       0.998932
        503.523       0.159824        1208.45        3625.36       0.999951       0.999188       0.996094        1.00014        1.00009       0.991101       0.998991
        537.704       0.159653        1290.49        3871.47       0.999972       0.999232       0.996304        1.00013        1.00008       0.991579       0.999046
        574.206       0.159482        1378.09        4134.28       0.999985       0.999271       0.996496        1.00012        1.00008       0.992016       0.999096
        613.186       0.159311        1471.65        4414.94       0.999992       0.999308       0.996672        1.00012        1.00008       0.992415       0.999141
        654.812       0.159141        1571.55        4714.64       0.999996       0.999341       0.996833        1.00011        1.00007        0.99278       0.999183
        699.263        0.15897        1678.23         5034.7       0.999998       0.999371        0.99698        1.00011        1.00007       0.993115       0.999221
        746.732       0.158799        1792.16        5376.47       0.999999       0.999399       0.997116         1.0001        1.00006       0.993424       0.999256
        797.424       0.158628        1913.82        5741.45              1       0.999425       0.997242         1.0001        1.00006       0.993712       0.999289
        851.557       0.158458        2043.74        6131.21              1        0.99945        0.99736        1.00009        1.00006       0.993982       0.999319
        909.365       0.158287        2182.47        6547.42              1       0.999473       0.997473        1.00009        1.00006       0.994238       0.999348
        971.096       0.158116        2330.63        6991.89              1       0.999495       0.997582        1.00008        1.00005       0.994485       0.999376
        1037.02       0.157945        2488.85        7466.54              1       0.999517       0.997687        1.00008        1.00005       0.994727       0.999404
        1107.42       0.157775         2657.8         7973.4              1       0.999539       0.997792        1.00008        1.00005       0.994965       0.999431
        1182.59       0.157604        2838.22        8514.67              1        0.99956       0.997896        1.00007        1.00005       0.995202       0.999458
        1262.87       0.157433         3030.9        9092.69              1       0.999582          0.998        1.00007        1.00004        0.99544       0.999485
         1348.6       0.157262        3236.65        9709.94              1       0.999604       0.998105        1.00006        1.00004        0.99568       0.999512
        1440.15       0.157091        3456.36        10369.1              1       0.999626       0.998211        1.00006        1.00004       0.995922       0.999539
        1537.92       0.156921           3691          11073              1       0.999648       0.998319        1.00006        1.00004       0.996166       0.999567
        1642.32        0.15675        3941.56        11824.7              1        0.99967       0.998426        1.00005        1.00003       0.996412       0.999595
        1753.81       0.156579        4209.13        12627.4              1       0.999693       0.998534        1.00005        1.00003       0.996659       0.999622
        1872.86       0.156408        4494.87        13484.6              1       0.999715       0.998642        1.00005        1.00003       0.996904        0.99965
           2000       0.156238           4800          14400              1       0.999737       0.998749        1.00004        1.00003       0.997147       0.999678
