        dNpi/dy       Vc[fm^3]          K+/pi          Xi/pi         phi/pi           p/pi       Omega/pi      Lambda/pi
          2.931         11.916       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        3.12997         12.725       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        3.34244        13.5888       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        3.56934        14.5113       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        3.81165        15.4964       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
         4.0704        16.5483       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        4.34672        17.6717       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        4.64179        18.8713       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
         4.9569        20.1524       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
         5.2934        21.5204       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        5.65274        22.9813       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        6.03647        24.5414       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        6.44625        26.2074       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        6.88386        27.9865       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        7.35116        29.8863       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
         7.8502        31.9152       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
         8.3831        34.0817       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        8.95219        36.3953       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
         9.5599         38.866       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        10.2089        41.5044       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        10.9019        44.3219       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
         11.642        47.3307       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        12.4323        50.5438       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        13.2762        53.9749       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        14.1775         57.639       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        15.1399        61.5518       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        16.1677        65.7302       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        17.2652        70.1922       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        18.4373        74.9572       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        19.6889        80.0457       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        21.0255        85.4795       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        22.4528        91.2823       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
         23.977        97.4789       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        25.6046        104.096       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        27.3428        111.163       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        29.1989        118.709       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        31.1811        126.768       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        33.2978        135.373       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        35.5582        144.563       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        37.9721        154.376       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        40.5498        164.856       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        43.3025        176.047       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        46.2421        187.998       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        49.3812        200.761       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        52.7334        214.389       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        56.3132        228.943       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
         60.136        244.485       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        64.2183        261.081       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        68.5778        278.805       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        73.2331        297.731       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        78.2046        317.943       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        83.5134        339.526       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        89.1827        362.575       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        95.2368        387.188       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        101.702        413.472       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        108.606         441.54       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        115.979        471.514       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        123.852        503.523       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        132.259        537.704       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        141.238        574.206       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        150.826        613.186       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        161.064        654.812       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        171.998        699.263       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        183.674        746.732       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        196.143        797.424       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        209.458        851.557       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        223.677        909.365       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        238.861        971.096       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        255.076        1037.02       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        272.392        1107.42       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        290.883        1182.59       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
         310.63        1262.87       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        331.717         1348.6       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        354.235        1440.15       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        378.282        1537.92       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        403.962        1642.32       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        431.385        1753.81       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        460.669        1872.86       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
        491.941           2000       0.179618     0.00521761      0.0232506      0.0553682    0.000862914      0.0320184
